x.1,x.2,x.3,x.4,x.5,Class
-0.600403833596,-0.414953017709,-0.24725736108,-0.308282592474,-0.247580496491,1
-0.733180441228,-0.224494036863,-0.140327983175,-0.263511246136,-0.00321053734157,1
-0.681158318303,-0.470006625708,-0.320093314147,-0.235262658565,-0.109002932858,1
-0.59618555482,-0.343395374051,-0.406323112685,-0.168318835945,-0.151215146119,1
-0.676226334044,-0.529517528009,-0.188368718176,-0.042532672423,0.0904314444328,1
-0.587554774426,-0.316049271172,-0.210175226921,-0.224176420424,-0.149434482036,1
-0.433079375312,-0.496027587038,-0.174864179765,-0.0402941051061,0.00893987640096,1
-0.525513571289,-0.357008191784,-0.190471883994,-0.108836904381,-0.260254634964,1
-0.604404520019,-0.144744609083,-0.220912441886,-0.255516362861,0.0486382109563,1
-0.995939719363,-0.302918323094,-0.0985967456276,0.00234527235902,-0.0837594008589,1
-0.79682793156,-0.407363570654,-0.187593867611,-0.160004157339,0.0397348905415,1
-0.54087228986,-0.435432478015,-0.405437569183,-0.291120243044,-0.123352990468,1
-0.848203525132,-0.318940489098,-0.188258025238,-0.307536403369,-0.248523201006,1
-0.428963764366,-0.527710516805,-0.283232565862,-0.412749067264,-0.0492983136064,1
-0.714350755607,-0.380740272256,-0.357175448306,-0.139750453043,-0.233858908558,1
-0.76042156757,-0.226541982894,-0.128483838831,-0.255729559748,-0.129428197339,1
-0.565516082972,-0.615892663535,-0.0916230905468,-0.230998720819,-0.0093904891589,1
-0.518982390904,-0.278945307794,-0.33094122205,0.00394424901396,-0.00719084529171,1
-0.788165633956,-0.379776532948,-0.301718286473,-0.294424794798,0.0476955064418,1
-0.601935869344,-0.456032405734,-0.22224075714,-0.215755143375,-0.249046925736,1
-0.345427939718,-0.317976749789,-0.405437569183,-0.033365206268,-0.0951765999791,1
-0.602501791704,-0.336167329237,-0.0959401151207,-0.286003517749,-0.123457735414,1
-0.578032170866,-0.436516684737,-0.320093314147,-0.0292078669651,0.01082528543,1
-0.564215471524,-0.272199132635,-0.152282820456,-0.118324165867,-0.0502410181209,1
-0.680697212177,-0.383872425009,-0.270281492141,-0.0826136872402,-0.228726406201,1
-0.763709095002,-0.281354656066,-0.168001217622,-0.198486195502,-0.188923326699,1
-0.644404053259,-0.41230273461,-0.29087037857,-0.252531606439,-0.0510789776893,1
-0.7262043447,-0.447479219371,-0.370679986717,-0.15712599936,-0.0156751859223,1
-0.637969918256,-0.232806288399,-0.391268873146,-0.125892655367,-0.279527705038,1
-0.246313310398,-0.349057342489,-0.169550918751,-0.0928471378318,-0.0729706714151,1
-0.565708272525,-0.403267678593,-0.381195815807,-0.0719538428739,-0.129218707447,1
-0.434835846076,-0.392546078786,0.164409674563,-0.16352190598,-0.282984288258,1
-0.599231406679,-0.247503312854,-0.189364954616,-0.2380342181,0.0910599141091,1
-0.541978726934,-0.462417178653,-0.312455501439,-0.105745549515,-0.0995758877134,1
-0.450155180856,-0.191847367787,-0.264968231127,-0.152435667839,-0.01148538808,1
-0.554737702136,-0.395316829298,-0.186708324109,-0.144760579896,-0.188190112077,1
-0.741040634904,-0.34773220094,-0.309798870932,-0.232917492805,-0.14932973709,1
-0.727171776455,-0.35652632213,-0.35551505424,-0.15158288029,-0.0455274955483,1
-0.402588393148,-0.388088784484,-0.139663825548,-0.103613580642,-0.0517074473657,1
-0.602078824918,-0.309182628599,-0.344224374585,0.0280354972817,-0.0792553681785,1
-0.834459219647,-0.176788941091,-0.105681093646,-0.166186867072,-0.152367340526,1
-0.87387443761,-0.402303939284,-0.292530772637,0.0067158085492,-0.0730754163612,1
-0.576818078464,-0.213772437056,-0.124498893071,-0.106811533952,-0.233125693935,1
-0.646156745835,-0.583125527045,-0.31843292008,-0.179191877199,-0.0699330679795,1
-0.555208978348,-0.31327852066,-0.213053243303,-0.173435561241,-0.0731801613072,1
-0.774352401385,-0.240395735454,-0.208404139916,-0.317876452404,0.0998584895779,1
-0.617708767204,-0.242082279243,-0.234084901483,-0.254556976868,0.0488477008484,1
-0.276970101446,-0.464585592097,-0.169993690503,-0.261805671037,-0.122200796062,1
-0.53132071979,-0.305568606192,-0.353411888422,-0.198272998614,0.0343928982927,1
-0.561557180785,-0.314362727382,-0.235966681426,-0.216074938706,-0.108060228344,1
-0.523576302487,-0.451695578846,-0.202980185964,-0.290800447713,0.0645594427569,1
-0.474500518947,-0.205098783279,-0.336586561877,-0.0806949152542,-0.0215409029014,1
-0.550247705257,-0.443865196964,-0.368687513837,-0.229612941051,-0.0458417303865,1
-0.410314463581,-0.292196723286,-0.530409895949,-0.147532139431,-0.275547397088,1
-0.580642324246,-0.268705577641,-0.00251527562542,-0.110329282592,-0.158128312559,1
-0.649038710621,-0.325927599084,-0.277919304848,-0.186547169811,-0.254179428093,1
-0.766617251426,-0.38423382725,-0.270281492141,-0.0559640763245,-0.235325337802,1
-0.485594179737,-0.286052885195,-0.0507773965021,-0.0275022918665,-0.310008484341,1
-0.501638611516,-0.226180580653,-0.182834071286,0.113314252212,-0.080302817639,1
-0.741024992625,-0.43495060836,-0.333044387868,0.021639590662,-0.0629151565937,1
-0.442592412228,-0.507953860981,-0.318211534204,-0.0942329175994,-0.254598407877,1
-0.589290615413,-0.349298277316,-0.109776732344,-0.13004999467,-0.144092489787,1
-0.71768183156,-0.213651969642,-0.30990956387,-0.128237821128,-0.166507908243,1
-0.640786090712,-0.467838212264,-0.240173013062,-0.342180897559,-0.134246464858,1
-0.717561805636,-0.159321166125,-0.271720500332,-0.246242298262,-0.250513354981,1
-0.583843948193,-0.566862426214,-0.136232344476,-0.0266495043172,-0.131627841207,1
-0.73535874702,-0.464103722443,-0.312012729688,-0.374693422876,0.0997537446318,1
-0.605006544793,-0.279065775208,-0.337582798317,-0.368510713144,-0.199188331413,1
-0.466625675403,-0.376523912782,-0.196117223821,-0.0634259673809,-0.28267005342,1
-0.552066142906,-0.527590049392,-0.158703010848,-0.144440784565,0.0319837645334,1
-0.67444917655,-0.543250813155,-0.116971773301,-0.13004999467,-0.111307321672,1
-0.502847963614,-0.341588362848,-0.253898937348,0.0996696514231,-0.0798838378548,1
-0.629277518746,-0.380017467775,-0.236409453177,-0.246668692037,-0.189028071646,1
-0.539672784315,-0.27846343814,0.0112106486606,-0.201257755037,-0.134560699696,1
-0.621229633475,-0.592281050476,-0.0182336727917,-0.223003837544,-0.168393317272,1
-0.634882588729,-0.301352246717,-0.117746623865,-0.120882528515,-0.0378811144862,1
-0.71839978902,-0.276535959523,-0.388833628515,-0.0940197207121,-0.199502566251,1
-0.759803592737,-0.520121069751,-0.342896059331,-0.160217354227,-0.00415324185608,1
-0.641096183231,-0.408447777376,-0.550002545938,-0.127278435135,0.0955639467896,1
-0.457476570786,-0.403990483074,-0.290316913881,-0.297409551221,-0.0465749450089,1
-0.617493568027,-0.647214191061,-0.332380230241,-0.200298369044,-0.0918247617052,1
-0.638520746041,-0.390257197928,-0.197002767323,-0.106811533952,0.0306220802346,1
-0.590681796735,-0.394353089989,-0.0949438786805,-0.347724016629,-0.171221430816,1
-0.606910564816,-0.472897843633,-0.159477861412,-0.0134312973031,-0.169440766733,1
-0.65454650257,-0.659863269486,-0.363927717512,-0.0200404008101,-0.0186080444119,1
-0.406772692468,-0.368091193832,-0.148187181758,0.0149238887112,-0.0808265423693,1
-0.559467204371,-0.552165401759,-0.286110582245,-0.155527022705,-0.12649533885,1
-0.36754251846,-0.377005782436,-0.224897387647,-0.15275546317,-0.187666387347,1
-0.485941082322,-0.237263582701,-0.126159287137,-0.227374373734,-0.0910915470829,1
-0.552577080396,-0.363272497289,-0.194014058003,-0.0706746615499,-0.0683618937886,1
-0.551120000112,-0.247744247681,-0.162909342484,-0.167999040614,-0.202435424741,1
-0.49011448088,-0.402424406698,-0.458127407571,-0.220978467114,-0.250513354981,1
-0.651962703201,-0.165103601976,-0.226336395838,-0.337064172263,-0.0694093432492,1
-0.772684827089,-0.297979159137,-0.328838056232,-0.0297408591835,-0.217728186865,1
-0.687694377131,-0.28219792796,-0.164901815364,-0.220232278009,-0.186618937886,1
-0.57449526002,-0.231601614263,-0.417835178216,-0.140070248374,-0.0296062637478,1
-0.558736933266,-0.388570654138,-0.0909589329201,-0.0456240272892,0.00359788415209,1
-0.702597839829,-0.409291049271,-0.218587890193,-0.102654194649,-0.00499120142453,1
-0.709459060304,-0.366525117456,-0.220026898384,0.06523835412,-0.0986331831989,1
-0.546610966887,-0.264007348512,-0.119185632057,-0.0162028568383,-0.310532209071,1
-0.48789959404,-0.247262378027,-0.208404139916,-0.0577762498668,-0.4120300618,1
-0.54379500406,-0.361826888327,-0.126712751826,-0.146466154994,-0.0570494396145,1
0.788287312497,-0.336287796651,-0.140660061988,-0.353906726362,-0.0543260710171,2
0.369118943484,-0.420976388387,-0.253124086783,-0.189745123121,-0.257636011312,2
0.465498254535,-0.331950969763,-0.0970470444986,-0.120242937853,-0.315455221536,2
0.824039899749,-0.237143115287,-0.18715109586,-0.00138567316917,-0.147339583115,2
0.63844761526,-0.114025418624,-0.187815253487,-0.233450485023,-0.0435373415733,2
0.637965069917,-0.347852668353,-0.143980850122,-0.227480972178,-0.145768408924,2
0.673136241574,-0.666609444645,-0.326181425725,-0.234942863234,-0.0556877553158,2
0.613966093978,-0.264127815926,-0.212610471552,-0.0152434708453,0.0774430711218,2
0.524923867241,-0.376282977954,0.0965549036971,-0.144227587677,-0.126600083796,2
0.473431325551,-0.239913865799,-0.267182089883,-0.0879436094233,-0.0251022310674,2
0.524492779411,-0.372668955548,-0.290316913881,-0.0305936467328,-0.0752750602283,2
0.584074304766,-0.266898566438,-0.124498893071,-0.338982944249,-0.160118466534,2
0.555195198316,-0.37375316227,0.0719810715076,-0.188679138685,-0.0660575049754,2
0.577289078212,-0.418687507529,-0.259765663051,-0.0521265323526,-0.417372054048,2
0.600919468791,-0.384956631731,-0.266960704007,-0.155100628931,-0.0155704409762,2
0.699313575409,-0.286414287435,-0.255227252601,-0.283551753544,-0.167869592542,2
0.449131791019,-0.33219190459,-0.35651129068,-0.119603347191,0.22303854614,2
0.658857557598,-0.205821587761,-0.336918640691,-0.0408270973244,-0.124505184875,2
0.683722779414,-0.174981929888,-0.322307172902,-0.234836264791,-0.122619775846,2
0.677116140694,-0.358694735574,-0.22722193934,-0.178019294318,-0.190703990782,2
0.677322663853,-0.365922780388,-0.119296324994,0.135273531606,-0.0564209699382,2
0.511558611654,-0.450852306951,-0.00284735443879,-0.0414666879864,-0.0557925002619,2
0.623569250004,-0.240757137694,-0.19567445207,0.117151796184,0.0532469885828,2
0.658723692456,-0.512772557523,-0.242054793004,-0.408911523292,0.000455535770399,2
0.656367333205,-0.392064209131,-0.210175226921,-0.195501439079,-0.0309679480465,2
0.464242650537,-0.119928321889,-0.3975783706,-0.299967913868,0.117560385461,2
0.72010022294,-0.604207324419,-0.190471883994,-0.343353480439,0.0984968052791,2
0.680045004447,-0.358333333333,-0.178517046712,-0.301353693636,-0.0671049544359,2
0.689984979004,-0.171367907481,-0.23574529555,-0.377678179299,-0.237629726616,2
0.787088668495,-0.421699192868,-0.44916127961,-0.332267242298,-0.131732586153,2
0.559150167213,-0.26087519576,-0.31289827319,-0.0732330241978,-0.0740181208757,2
0.618691278804,-0.255333694736,-0.229325105158,-0.216714529368,-0.115916099298,2
0.423503046896,-0.505303577882,-0.154275293336,-0.180257861635,-0.231030795014,2
0.592795260008,-0.184980725214,-0.2452648882,-0.279607611129,-0.0897298627841,2
0.559829467923,-0.402544874112,-0.343338831083,-0.278328429805,-0.031805907615,2
0.491941511959,-0.352069027828,-0.335479632499,-0.251145826671,-0.163365559862,2
0.4115819436,-0.512893024937,-0.30038997122,-0.0464768148385,-0.19395108411,2
0.670452059707,-0.284848211059,-0.222351450077,-0.165653874853,-0.17216413533,2
0.734595463235,-0.303279725334,-0.254673787912,-0.133994137086,-0.140950141406,2
0.483460065709,-0.249551258884,-0.136675116228,-0.187399957361,-0.188713836807,2
0.694514597173,-0.327855077701,-0.357286141244,-0.44291642682,-0.14828228763,2
0.388834852847,-0.2541290206,-0.177410117335,-0.244536723164,0.0649784225411,2
0.592523305617,-0.438203228527,-0.349869714412,-0.166186867072,-0.199397821305,2
0.654867212116,-0.376644380195,-0.0267570290015,0.00501023345059,0.0547134178276,2
0.635620912831,-0.136552824961,-0.192796435687,-0.1774863021,-0.0884729234314,2
0.406801613955,-0.342793036983,-0.13855689617,-0.258501119284,-0.0623914318634,2
0.563538905509,-0.483739910854,-0.295519481957,-0.157445794691,-0.00394375196397,2
0.513712760309,-0.367127454524,-0.128151760018,-0.317663255516,-0.0333770818058,2
0.704625414158,-0.471452234671,-0.159367168475,-0.304338450059,-0.110364617157,2
0.73206944542,-0.404351885315,-0.165233894178,-0.362754397186,0.00998732586153,2
0.556026053067,-0.404592820142,0.0154169802967,-0.0102333439932,0.0730437833875,2
0.571754732316,-0.460851102277,0.014199357981,-0.0979638631276,-0.168707552111,2
0.647370891366,-0.330264425973,-0.350755257915,-0.126105852255,0.0366972871059,2
0.573852080922,-0.226903385134,-0.165012508302,-0.245389510713,-0.191018225621,2
0.763614592861,-0.265934827129,-0.140660061988,0.0205736062253,0.0457053524667,2
0.874376096661,-0.22473497169,-0.304485609918,-0.137831681057,-0.061658217241,2
0.653653523221,-0.443624262137,-0.299725813593,-0.0427458693103,-0.168079082434,2
0.731042321207,-0.669862064811,-0.344999225149,-0.0890095938599,-0.061553472295,2
0.517139792295,-0.453382122636,-0.401120544609,-0.0954055004797,-0.108479208128,2
0.756617997423,-0.122096735333,-0.224565308833,-0.299115126319,-0.0389285639468,2
0.668565338404,-0.301231779304,-0.3023824441,-0.284724336425,-0.222860689222,2
0.506560143165,-0.489883748946,-0.289542063316,-0.134633727748,0.0794332250969,2
0.454086061497,-0.430613781472,-0.38053165818,-0.109796290374,0.00632125274955,2
0.66669868948,-0.327011805807,-0.437206442329,-0.170770600149,0.0356498376453,2
0.73041879663,-0.15679135044,-0.25079953509,-0.204135913016,-0.0555830103697,2
0.680686255486,-0.272199132635,-0.184383772415,-0.200831361262,-0.147339583115,2
0.821180246629,-0.376644380195,0.0644539517379,-0.3154246882,-0.00970472399707,2
0.618310539748,-0.348214070594,-0.154275293336,-0.141136232811,-0.0498220383367,2
0.834635051809,-0.394353089989,-0.162023798982,-0.228760153502,-0.100832827066,2
0.529375263109,-0.539998192989,-0.109444653531,-0.131968766656,-0.20034052582,2
0.568955104881,-0.328336947356,-0.204972658844,-0.184521799382,-0.231345029852,2
0.67322852484,-0.351105288519,-0.118742860306,-0.114166826564,-0.253865193254,2
0.682336749175,-0.324722924949,-0.252127850343,-0.29623696834,-0.168917042003,2
0.465092317464,-0.366043247801,-0.0869739871596,-0.296876559002,-0.10072808212,2
0.594274496855,-0.1777526804,-0.189364954616,-0.327790107664,0.0415155546245,2
0.542936384651,-0.2994247681,-0.0792254815143,-0.0411468926554,-0.114030690269,2
0.507067857442,-0.438082761113,-0.178959818464,-0.130689585332,-0.141264376244,2
0.779243214357,-0.207869533791,-0.222794221829,-0.141669225029,0.0568083167487,2
0.666552093856,-0.39302794844,-0.2643040735,-0.0449844366272,-0.164413009322,2
0.75033656155,-0.289666907601,-0.215599180872,-0.235156060122,-0.204530323662,2
0.649530406792,-0.297015419829,-0.200766327208,-0.143907792346,-0.0330628469676,2
0.556650072032,-0.42615648717,-0.379424728802,-0.0796289308176,-0.0619724520792,2
0.626787744928,-0.308339356704,-0.145862630064,-0.185587783818,-0.240353095213,2
0.579321394246,-0.153659197687,-0.272384657959,-0.169171623494,0.0438199434377,2
0.767851133685,-0.179800626431,-0.0346162275847,-0.465302099989,-0.0960145595475,2
0.533099821928,-0.488799542224,-0.290206220943,-0.151902675621,-0.159804231696,2
0.321518207826,-0.39844898205,-0.20619028116,-0.0335784031553,-0.167974337488,2
0.712724936277,-0.359176605228,-0.310463028559,-0.206481078776,-0.2712528543,2
0.79317765914,-0.269789784363,-0.237405689617,-0.0171622428313,-0.17907730177,2
0.681847510212,-0.256538368871,-0.309245406243,-0.122161709839,-0.247475751545,2
0.531191854075,-0.192811107096,-0.41960626522,-0.0439184521906,-0.155614433854,2
0.368206220324,-0.421337790628,-0.0618466902812,-0.0706746615499,-0.204635068608,2
0.559791370995,-0.469042886399,-0.381638587558,-0.08581164055,-0.0645910757306,2
0.416713679846,-0.391100469823,-0.176967345583,-0.0268627012046,-0.0108569184037,2
0.562933163134,-0.117157571377,-0.279801084791,-0.270866538749,-0.0522311720959,2
0.614102305039,-0.419410312011,-0.226336395838,-0.228227161283,-0.103137215879,2
0.782699473375,-0.399292253945,-0.235081137923,-0.160750346445,-0.212700429454,2
0.502403771899,-0.256899771112,-0.229103719283,-0.109796290374,-0.0856448098879,2
0.510887242958,-0.422181062523,-0.215377794997,-0.0212129836904,-0.136969833456,2
0.637828597123,-0.34435911336,-0.360385543502,-0.173435561241,0.0805854195035,2
0.848316534925,-0.348936875075,-0.411193601948,-0.235795650783,-0.118115743165,2
0.697632441805,-0.218832068425,-0.326292118663,-0.245496109157,-0.307389860689,2
0.643342670702,-0.48157149741,-0.272384657959,-0.150836691184,-0.111412066618,2
0.81516139844,-0.434107336465,-0.254341709099,-0.0926339409445,-0.210081805803,2
0.463249889898,-0.470006625708,-0.257662497233,-0.2001917706,0.0181574316539,2
0.626525658902,-0.262802674377,-0.32042539296,-0.299115126319,-0.120001152194,2
0.728361802413,-0.48530598723,-0.255670024352,-0.316917066411,-0.234487378234,2
0.674859133968,-0.498316467895,-0.312012729688,-0.182922822727,0.0187859013303,2
0.492942753527,-0.450009035056,-0.040815032101,-0.27033354653,-0.146187388708,2
0.526360321382,-0.45892362366,-0.260208434802,-0.122374906726,-0.173316329737,2
0.638462356008,-0.601918443561,-0.255448638477,-0.209359236755,-0.0187127893579,2
0.700161503497,-0.205219250693,-0.170547155191,-0.00319784671144,-0.0156751859223,2
0.634854168523,-0.470849897603,-0.0505560106265,-0.223217034431,-0.186828427778,2
0.705038964557,-0.309303096013,-0.397024905911,-0.330774864087,-0.216366502566,2
0.687245555379,-0.160284905433,-0.18216991366,-0.182496428952,-0.163051325024,2
0.615142729248,-0.275451752801,-0.453367611246,-0.260100095939,-0.128904472609,2
0.579829233332,-0.0759577159378,-0.20419780828,-0.107770919945,0.0356498376453,2
0.672841315123,-0.355442115408,-0.163241421297,-0.207014070995,-0.125552634335,2
0.579548312106,-0.387245512589,-0.261647442993,-0.301140496749,-0.0582016340212,2
0.586340375265,-0.503014697024,-0.167004981182,-0.00927395800021,-0.144616214518,2
0.68182872227,-0.443142392483,-0.216595417312,-0.253810787762,-0.184628783911,2
0.713997435488,-0.320627032888,-0.306367389861,-0.339942330242,-0.0792553681785,2
0.759675489202,-0.242323214071,-0.412521917202,-0.285896919305,0.0612076044831,2
0.519871382057,-0.426397421997,-0.363042174009,-0.218846498241,-0.287278831046,2
0.536933223575,-0.374475966751,-0.219916205446,-0.198592793945,-0.166088928459,2
0.596812479335,-0.340865558366,-0.24626112464,-0.289627864833,-0.203168639363,2
0.680316977014,-0.435793880255,-0.2593228913,-0.0806949152542,-0.138331517754,2
0.655496090135,-0.307616552223,-0.282789794111,-0.200724762818,-0.123876715198,2
0.652846641423,-0.268344175401,-0.107452180651,-0.302419678073,-0.052335917042,2
0.554056134082,-0.204375978798,-0.0995929820677,-0.0878370109796,0.12237865298,2
0.753799548118,-0.330987230454,-0.297511954837,-0.111821660804,-0.0269876400964,2
0.674518829276,-0.396521503433,-0.328838056232,-0.108090715276,-0.0472034146852,2
0.590871811036,-0.377849054331,-0.145751937126,0.09433972924,-0.0246832512831,2
0.440624496051,-0.195702325021,-0.41462508302,-0.16789244217,-0.116963548759,2
0.295069760544,-0.22473497169,-0.20917899048,-0.399744057137,-0.0345292762124,2
0.709187688568,-0.354960245754,-0.35197288023,-0.21735412003,-0.198559861737,2
0.588069275438,-0.306773280328,-0.258769426611,-0.0757913868458,-0.241086309836,2
0.609692092386,-0.506267317191,-0.173203785698,-0.00820797356359,-0.0626009217555,2
0.528245622533,-0.267019033851,-0.148629953509,-0.21095821341,-0.0251022310674,2
0.530205658613,-0.167512950247,-0.169772304627,-0.155313825818,-0.0516027024196,2
0.593990982518,-0.21425430671,-0.32042539296,-0.189638524678,-0.0548497957474,2
0.51799547306,-0.244853029755,-0.301718286473,-0.156060014924,0.138823609511,2
0.535133914366,-0.252081074569,-0.151950741643,-0.0787761432683,0.0280034565832,2
0.607884776036,-0.440973979039,-0.383298981625,-0.0188678179299,-0.0121138577564,2
0.68834406044,-0.434830140947,-0.103688620766,-0.185161390044,-0.0605060228344,2
0.537833326522,-0.30617094326,-0.316551140137,-0.300394307643,-0.0822929716141,2
0.6735773662,-0.525301168534,-0.169772304627,-0.21298358384,-0.0575731643448,2
0.449561966414,-0.330143958559,-0.411525680762,-0.185374586931,-0.0943386404106,2
0.528238777446,-0.487956270329,-0.240283706,-0.177592900544,-0.216052267728,2
0.786358929342,-0.409652451512,-0.254895173788,-0.196247628185,-0.140950141406,2
0.556506929851,-0.503255631852,-0.252238543281,-0.297516149664,-0.138959987431,2
0.418401594315,-0.182571376943,-0.0805537967678,-0.0582026436414,-0.0742276107678,2
0.421324536322,-0.253647150946,-0.182834071286,-0.197207014178,0.147098460249,2
0.845911730534,-0.208110468618,-0.420270422847,0.00554322566891,-0.197093432492,2
0.560072540626,-0.203412239489,-0.303157294665,-0.256902142629,0.0565988268566,2
0.691890562165,-0.484342247922,-0.044467899048,-0.183775610276,-0.184105059181,2
